"year","geo","country","sex","ple","NMS"
1995,"PL42","PL","M",66.6,"New Member States"
1996,"PL42","PL","M",67.4,"New Member States"
1997,"PL42","PL","M",67.8,"New Member States"
1998,"PL42","PL","M",68.4,"New Member States"
1999,"PL42","PL","M",68,"New Member States"
2000,"PL42","PL","M",68.8,"New Member States"
2001,"PL42","PL","M",69.35,"New Member States"
2002,"PL42","PL","M",69.9,"New Member States"
2003,"PL42","PL","M",70,"New Member States"
2004,"PL42","PL","M",70.3,"New Member States"
2005,"PL42","PL","M",70.6,"New Member States"
2006,"PL42","PL","M",70.6,"New Member States"
2007,"PL42","PL","M",70.7,"New Member States"
2008,"PL42","PL","M",70.6,"New Member States"
2009,"PL42","PL","M",71,"New Member States"
2010,"PL42","PL","M",71.6,"New Member States"
2011,"PL42","PL","M",72.2,"New Member States"
2012,"PL42","PL","M",72.6,"New Member States"
2013,"PL42","PL","M",72.6,"New Member States"
2014,"PL42","PL","M",73.6,"New Member States"
2015,"PL42","PL","M",73.4,"New Member States"
2016,"PL42","PL","M",73.4,"New Member States"
1992,"PL43","PL","M",65.4,"New Member States"
1993,"PL43","PL","M",66.1,"New Member States"
1994,"PL43","PL","M",66.6,"New Member States"
1995,"PL43","PL","M",67.1,"New Member States"
1996,"PL43","PL","M",67.6,"New Member States"
1997,"PL43","PL","M",68,"New Member States"
1998,"PL43","PL","M",67.8,"New Member States"
1999,"PL43","PL","M",68.3,"New Member States"
2000,"PL43","PL","M",68.9,"New Member States"
2001,"PL43","PL","M",69.4,"New Member States"
2002,"PL43","PL","M",69.9,"New Member States"
2003,"PL43","PL","M",69.6,"New Member States"
2004,"PL43","PL","M",70.1,"New Member States"
2005,"PL43","PL","M",70.3,"New Member States"
2006,"PL43","PL","M",70.4,"New Member States"
2007,"PL43","PL","M",70.3,"New Member States"
2008,"PL43","PL","M",70.5,"New Member States"
2009,"PL43","PL","M",70.7,"New Member States"
2010,"PL43","PL","M",71.7,"New Member States"
2011,"PL43","PL","M",71.8,"New Member States"
2012,"PL43","PL","M",72.4,"New Member States"
2013,"PL43","PL","M",72.2,"New Member States"
2014,"PL43","PL","M",73.3,"New Member States"
2015,"PL43","PL","M",72.7,"New Member States"
2016,"PL43","PL","M",72.9,"New Member States"
1992,"PL51","PL","M",66.1,"New Member States"
1993,"PL51","PL","M",66.9,"New Member States"
1994,"PL51","PL","M",66.8,"New Member States"
1995,"PL51","PL","M",67,"New Member States"
1996,"PL51","PL","M",67.3,"New Member States"
1997,"PL51","PL","M",68.1,"New Member States"
1998,"PL51","PL","M",68.4,"New Member States"
1999,"PL51","PL","M",67.9,"New Member States"
2000,"PL51","PL","M",68.6,"New Member States"
2001,"PL51","PL","M",69.2,"New Member States"
2002,"PL51","PL","M",69.8,"New Member States"
2003,"PL51","PL","M",70,"New Member States"
2004,"PL51","PL","M",70.1,"New Member States"
2005,"PL51","PL","M",70.4,"New Member States"
2006,"PL51","PL","M",70.4,"New Member States"
2007,"PL51","PL","M",70.4,"New Member States"
2008,"PL51","PL","M",70.5,"New Member States"
2009,"PL51","PL","M",70.9,"New Member States"
2010,"PL51","PL","M",71.8,"New Member States"
2011,"PL51","PL","M",72.4,"New Member States"
2012,"PL51","PL","M",72.4,"New Member States"
2013,"PL51","PL","M",72.5,"New Member States"
2014,"PL51","PL","M",73.1,"New Member States"
2015,"PL51","PL","M",73.1,"New Member States"
2016,"PL51","PL","M",73.5,"New Member States"
1992,"PL52","PL","M",66.9,"New Member States"
1993,"PL52","PL","M",67.5,"New Member States"
1994,"PL52","PL","M",67.9,"New Member States"
1995,"PL52","PL","M",68.4,"New Member States"
1996,"PL52","PL","M",68.5,"New Member States"
1997,"PL52","PL","M",68.9,"New Member States"
1998,"PL52","PL","M",70,"New Member States"
1999,"PL52","PL","M",69.8,"New Member States"
2000,"PL52","PL","M",70.5,"New Member States"
2001,"PL52","PL","M",70.7,"New Member States"
2002,"PL52","PL","M",70.9,"New Member States"
2003,"PL52","PL","M",71.2,"New Member States"
2004,"PL52","PL","M",71.8,"New Member States"
2005,"PL52","PL","M",71.8,"New Member States"
2006,"PL52","PL","M",71.9,"New Member States"
2007,"PL52","PL","M",72.2,"New Member States"
2008,"PL52","PL","M",72,"New Member States"
2009,"PL52","PL","M",72.8,"New Member States"
2010,"PL52","PL","M",73,"New Member States"
2011,"PL52","PL","M",73.4,"New Member States"
2012,"PL52","PL","M",73.3,"New Member States"
2013,"PL52","PL","M",73.3,"New Member States"
2014,"PL52","PL","M",74.4,"New Member States"
2015,"PL52","PL","M",73.6,"New Member States"
2016,"PL52","PL","M",74.3,"New Member States"
1992,"PL61","PL","M",66.2,"New Member States"
1993,"PL61","PL","M",67.1,"New Member States"
1994,"PL61","PL","M",67.1,"New Member States"
1995,"PL61","PL","M",67.4,"New Member States"
1996,"PL61","PL","M",68,"New Member States"
1997,"PL61","PL","M",68.2,"New Member States"
1998,"PL61","PL","M",68.3,"New Member States"
1999,"PL61","PL","M",68.4,"New Member States"
2000,"PL61","PL","M",69.4,"New Member States"
2001,"PL61","PL","M",69.7,"New Member States"
2002,"PL61","PL","M",70,"New Member States"
2003,"PL61","PL","M",70.5,"New Member States"
2004,"PL61","PL","M",70.5,"New Member States"
2005,"PL61","PL","M",70.5,"New Member States"
2006,"PL61","PL","M",70.6,"New Member States"
2007,"PL61","PL","M",70.4,"New Member States"
2008,"PL61","PL","M",71,"New Member States"
2009,"PL61","PL","M",71.3,"New Member States"
2010,"PL61","PL","M",71.5,"New Member States"
2011,"PL61","PL","M",72.5,"New Member States"
2012,"PL61","PL","M",72.7,"New Member States"
2013,"PL61","PL","M",72.9,"New Member States"
2014,"PL61","PL","M",73.4,"New Member States"
2015,"PL61","PL","M",73.5,"New Member States"
2016,"PL61","PL","M",73.7,"New Member States"
1992,"PL62","PL","M",65.6,"New Member States"
1993,"PL62","PL","M",66.8,"New Member States"
1994,"PL62","PL","M",67.3,"New Member States"
1995,"PL62","PL","M",66.9,"New Member States"
1996,"PL62","PL","M",67.4,"New Member States"
1997,"PL62","PL","M",68.4,"New Member States"
1998,"PL62","PL","M",68.1,"New Member States"
1999,"PL62","PL","M",68.3,"New Member States"
2000,"PL62","PL","M",68.8,"New Member States"
2001,"PL62","PL","M",69.2,"New Member States"
2002,"PL62","PL","M",69.6,"New Member States"
2003,"PL62","PL","M",69.4,"New Member States"
2004,"PL62","PL","M",69.8,"New Member States"
2005,"PL62","PL","M",69.8,"New Member States"
2006,"PL62","PL","M",70,"New Member States"
2007,"PL62","PL","M",69.9,"New Member States"
2008,"PL62","PL","M",70.6,"New Member States"
2009,"PL62","PL","M",70.7,"New Member States"
2010,"PL62","PL","M",71.5,"New Member States"
2011,"PL62","PL","M",71.9,"New Member States"
2012,"PL62","PL","M",71.7,"New Member States"
2013,"PL62","PL","M",71.7,"New Member States"
2014,"PL62","PL","M",73,"New Member States"
2015,"PL62","PL","M",72.6,"New Member States"
2016,"PL62","PL","M",72.7,"New Member States"
1992,"PL63","PL","M",66.6,"New Member States"
1993,"PL63","PL","M",67.8,"New Member States"
1994,"PL63","PL","M",67.9,"New Member States"
1995,"PL63","PL","M",68.5,"New Member States"
1996,"PL63","PL","M",69,"New Member States"
1997,"PL63","PL","M",69.1,"New Member States"
1998,"PL63","PL","M",69.2,"New Member States"
1999,"PL63","PL","M",69.7,"New Member States"
2000,"PL63","PL","M",70.4,"New Member States"
2001,"PL63","PL","M",70.8,"New Member States"
2002,"PL63","PL","M",71.2,"New Member States"
2003,"PL63","PL","M",71.3,"New Member States"
2004,"PL63","PL","M",71.3,"New Member States"
2005,"PL63","PL","M",71.6,"New Member States"
2006,"PL63","PL","M",71.7,"New Member States"
2007,"PL63","PL","M",71.6,"New Member States"
2008,"PL63","PL","M",72.1,"New Member States"
2009,"PL63","PL","M",72.5,"New Member States"
2010,"PL63","PL","M",73.2,"New Member States"
2011,"PL63","PL","M",73.8,"New Member States"
2012,"PL63","PL","M",73.3,"New Member States"
2013,"PL63","PL","M",74.1,"New Member States"
2014,"PL63","PL","M",74.4,"New Member States"
2015,"PL63","PL","M",74.3,"New Member States"
2016,"PL63","PL","M",74.6,"New Member States"
