"year","geo","country","sex","ple"
1992,"SI00","SI","F",77.6
1993,"SI00","SI","F",77.6
1994,"SI00","SI","F",77.8
1995,"SI00","SI","F",78.5
1996,"SI00","SI","F",79
1997,"SI00","SI","F",79.1
1998,"SI00","SI","F",79.2
1999,"SI00","SI","F",79.5
2000,"SI00","SI","F",79.9
2001,"SI00","SI","F",80.4
2002,"SI00","SI","F",80.5
2003,"SI00","SI","F",80.3
2004,"SI00","SI","F",80.8
2005,"SI00","SI","F",80.9
2006,"SI00","SI","F",82
2007,"SI00","SI","F",82
2008,"SI00","SI","F",82.6
2009,"SI00","SI","F",82.7
2010,"SI00","SI","F",83.1
2011,"SI00","SI","F",83.3
2012,"SI00","SI","F",83.3
2013,"SI00","SI","F",83.6
2014,"SI00","SI","F",84.1
2015,"SI00","SI","F",83.9
2016,"SI00","SI","F",84.3
1992,"SI00","SI","M",69.6
1993,"SI00","SI","M",69.4
1994,"SI00","SI","M",70.1
1995,"SI00","SI","M",70.8
1996,"SI00","SI","M",71.1
1997,"SI00","SI","M",71.1
1998,"SI00","SI","M",71.3
1999,"SI00","SI","M",71.8
2000,"SI00","SI","M",72.2
2001,"SI00","SI","M",72.3
2002,"SI00","SI","M",72.6
2003,"SI00","SI","M",72.5
2004,"SI00","SI","M",73.5
2005,"SI00","SI","M",73.9
2006,"SI00","SI","M",74.5
2007,"SI00","SI","M",74.6
2008,"SI00","SI","M",75.5
2009,"SI00","SI","M",75.9
2010,"SI00","SI","M",76.4
2011,"SI00","SI","M",76.8
2012,"SI00","SI","M",77.1
2013,"SI00","SI","M",77.2
2014,"SI00","SI","M",78.2
2015,"SI00","SI","M",77.8
2016,"SI00","SI","M",78.2
1992,"AT11","AT","F",79
1993,"AT11","AT","F",79.6
1994,"AT11","AT","F",80
1995,"AT11","AT","F",79.85
1996,"AT11","AT","F",79.7
1997,"AT11","AT","F",80.6
1998,"AT11","AT","F",81.1
1999,"AT11","AT","F",80.3
2000,"AT11","AT","F",81.2
2001,"AT11","AT","F",81.9
2002,"AT11","AT","F",82
2003,"AT11","AT","F",80.9
2004,"AT11","AT","F",82.3
2005,"AT11","AT","F",81.8
2006,"AT11","AT","F",82.6
2007,"AT11","AT","F",83.3
2008,"AT11","AT","F",83.4
2009,"AT11","AT","F",84.2
2010,"AT11","AT","F",83.9
2011,"AT11","AT","F",84.3
2012,"AT11","AT","F",83.1
2013,"AT11","AT","F",83.8
2014,"AT11","AT","F",83.5
2015,"AT11","AT","F",83.9
2016,"AT11","AT","F",83.6
1992,"AT12","AT","F",79.2
1993,"AT12","AT","F",79.4
1994,"AT12","AT","F",79.3
1995,"AT12","AT","F",79.6
1996,"AT12","AT","F",79.9
1997,"AT12","AT","F",80.4
1998,"AT12","AT","F",80.5
1999,"AT12","AT","F",80.5
2000,"AT12","AT","F",81
2001,"AT12","AT","F",81.2
2002,"AT12","AT","F",81.2
2003,"AT12","AT","F",81.2
2004,"AT12","AT","F",81.7
2005,"AT12","AT","F",81.6
2006,"AT12","AT","F",82.5
2007,"AT12","AT","F",82.7
2008,"AT12","AT","F",82.8
2009,"AT12","AT","F",82.7
2010,"AT12","AT","F",83.3
2011,"AT12","AT","F",83.5
2012,"AT12","AT","F",83
2013,"AT12","AT","F",83.6
2014,"AT12","AT","F",83.7
2015,"AT12","AT","F",83.3
2016,"AT12","AT","F",83.7
1992,"AT13","AT","F",78.2
1993,"AT13","AT","F",78.5
1994,"AT13","AT","F",78.9
1995,"AT13","AT","F",79.05
1996,"AT13","AT","F",79.2
1997,"AT13","AT","F",79.8
1998,"AT13","AT","F",80.4
1999,"AT13","AT","F",80.1
2000,"AT13","AT","F",80.4
2001,"AT13","AT","F",80.7
2002,"AT13","AT","F",80.5
2003,"AT13","AT","F",80.5
2004,"AT13","AT","F",81.2
2005,"AT13","AT","F",81.6
2006,"AT13","AT","F",81.8
2007,"AT13","AT","F",82
2008,"AT13","AT","F",82.4
2009,"AT13","AT","F",82.1
2010,"AT13","AT","F",82.2
2011,"AT13","AT","F",82.7
2012,"AT13","AT","F",82.5
2013,"AT13","AT","F",82.6
2014,"AT13","AT","F",82.8
2015,"AT13","AT","F",82.9
2016,"AT13","AT","F",83
1992,"AT21","AT","F",79.8
1993,"AT21","AT","F",79.8
1994,"AT21","AT","F",80.8
1995,"AT21","AT","F",80.95
1996,"AT21","AT","F",81.1
1997,"AT21","AT","F",81.4
1998,"AT21","AT","F",82.1
1999,"AT21","AT","F",81.5
2000,"AT21","AT","F",81.6
2001,"AT21","AT","F",82.6
2002,"AT21","AT","F",82.8
2003,"AT21","AT","F",82.3
2004,"AT21","AT","F",82.7
2005,"AT21","AT","F",82.6
2006,"AT21","AT","F",83.2
2007,"AT21","AT","F",83.6
2008,"AT21","AT","F",84.1
2009,"AT21","AT","F",83.7
2010,"AT21","AT","F",84
2011,"AT21","AT","F",83.9
2012,"AT21","AT","F",83.9
2013,"AT21","AT","F",84.3
2014,"AT21","AT","F",84.3
2015,"AT21","AT","F",84.2
2016,"AT21","AT","F",84.7
1992,"AT22","AT","F",79
1993,"AT22","AT","F",79.6
1994,"AT22","AT","F",80.3
1995,"AT22","AT","F",80.5
1996,"AT22","AT","F",80.7
1997,"AT22","AT","F",80.7
1998,"AT22","AT","F",81.1
1999,"AT22","AT","F",81.5
2000,"AT22","AT","F",81.3
2001,"AT22","AT","F",82
2002,"AT22","AT","F",82
2003,"AT22","AT","F",82.1
2004,"AT22","AT","F",82.2
2005,"AT22","AT","F",82.8
2006,"AT22","AT","F",83
2007,"AT22","AT","F",83.6
2008,"AT22","AT","F",83.7
2009,"AT22","AT","F",83.5
2010,"AT22","AT","F",83.9
2011,"AT22","AT","F",84.3
2012,"AT22","AT","F",83.7
2013,"AT22","AT","F",84.4
2014,"AT22","AT","F",84.3
2015,"AT22","AT","F",83.9
2016,"AT22","AT","F",84.5
1992,"AT31","AT","F",79.7
1993,"AT31","AT","F",79.6
1994,"AT31","AT","F",79.7
1995,"AT31","AT","F",79.95
1996,"AT31","AT","F",80.2
1997,"AT31","AT","F",81
1998,"AT31","AT","F",81.1
1999,"AT31","AT","F",81.2
2000,"AT31","AT","F",81.6
2001,"AT31","AT","F",82.2
2002,"AT31","AT","F",82
2003,"AT31","AT","F",81.6
2004,"AT31","AT","F",82.4
2005,"AT31","AT","F",82.4
2006,"AT31","AT","F",83.2
2007,"AT31","AT","F",83.2
2008,"AT31","AT","F",83.4
2009,"AT31","AT","F",83.5
2010,"AT31","AT","F",83.8
2011,"AT31","AT","F",84.2
2012,"AT31","AT","F",84.2
2013,"AT31","AT","F",83.9
2014,"AT31","AT","F",84.5
2015,"AT31","AT","F",83.9
2016,"AT31","AT","F",84.8
1992,"AT32","AT","F",80.1
1993,"AT32","AT","F",79.8
1994,"AT32","AT","F",80.3
1995,"AT32","AT","F",80.85
1996,"AT32","AT","F",81.4
1997,"AT32","AT","F",81.3
1998,"AT32","AT","F",81.6
1999,"AT32","AT","F",81.9
2000,"AT32","AT","F",81.5
2001,"AT32","AT","F",81.8
2002,"AT32","AT","F",82
2003,"AT32","AT","F",81.4
2004,"AT32","AT","F",82.3
2005,"AT32","AT","F",82.5
2006,"AT32","AT","F",84.1
2007,"AT32","AT","F",83.9
2008,"AT32","AT","F",84.3
2009,"AT32","AT","F",83.9
2010,"AT32","AT","F",84.2
2011,"AT32","AT","F",84.5
2012,"AT32","AT","F",84.5
2013,"AT32","AT","F",84.6
2014,"AT32","AT","F",85
2015,"AT32","AT","F",84.8
2016,"AT32","AT","F",84.8
1992,"AT33","AT","F",80.4
1993,"AT33","AT","F",80.4
1994,"AT33","AT","F",80.8
1995,"AT33","AT","F",81
1996,"AT33","AT","F",81.2
1997,"AT33","AT","F",81.7
1998,"AT33","AT","F",81.7
1999,"AT33","AT","F",82
2000,"AT33","AT","F",82.4
2001,"AT33","AT","F",82.6
2002,"AT33","AT","F",83
2003,"AT33","AT","F",82.7
2004,"AT33","AT","F",83.1
2005,"AT33","AT","F",83.3
2006,"AT33","AT","F",83.6
2007,"AT33","AT","F",84
2008,"AT33","AT","F",84
2009,"AT33","AT","F",84.4
2010,"AT33","AT","F",84.4
2011,"AT33","AT","F",84.8
2012,"AT33","AT","F",84.5
2013,"AT33","AT","F",84.6
2014,"AT33","AT","F",84.7
2015,"AT33","AT","F",84.5
2016,"AT33","AT","F",84.9
1992,"AT34","AT","F",80.3
1993,"AT34","AT","F",80.8
1994,"AT34","AT","F",81.4
1995,"AT34","AT","F",81.45
1996,"AT34","AT","F",81.5
1997,"AT34","AT","F",82.1
1998,"AT34","AT","F",81.8
1999,"AT34","AT","F",81.7
2000,"AT34","AT","F",82.7
2001,"AT34","AT","F",82.8
2002,"AT34","AT","F",82.9
2003,"AT34","AT","F",81.9
2004,"AT34","AT","F",82.6
2005,"AT34","AT","F",83.4
2006,"AT34","AT","F",83.1
2007,"AT34","AT","F",84
2008,"AT34","AT","F",84.5
2009,"AT34","AT","F",84.4
2010,"AT34","AT","F",84.7
2011,"AT34","AT","F",85.4
2012,"AT34","AT","F",85.1
2013,"AT34","AT","F",84.6
2014,"AT34","AT","F",85.7
2015,"AT34","AT","F",84.7
2016,"AT34","AT","F",84.9
1992,"BE10","BE","F",81.1
1993,"BE10","BE","F",81.6
1994,"BE10","BE","F",81.5
1995,"BE10","BE","F",80.2
1996,"BE10","BE","F",80.7
1997,"BE10","BE","F",80.8
1998,"BE10","BE","F",80.6
1999,"BE10","BE","F",81
2000,"BE10","BE","F",81
2001,"BE10","BE","F",81
2002,"BE10","BE","F",81
2003,"BE10","BE","F",80.5
2004,"BE10","BE","F",81.5
2005,"BE10","BE","F",81.7
2006,"BE10","BE","F",81.6
2007,"BE10","BE","F",82.6
2008,"BE10","BE","F",82.1
2009,"BE10","BE","F",82.5
2010,"BE10","BE","F",83
2011,"BE10","BE","F",82.8
2012,"BE10","BE","F",82.4
2013,"BE10","BE","F",83
2014,"BE10","BE","F",83.7
2015,"BE10","BE","F",83.5
2016,"BE10","BE","F",84
1992,"BE21","BE","F",81.2
1993,"BE21","BE","F",81.1
1994,"BE21","BE","F",81.8
1995,"BE21","BE","F",80.8
1996,"BE21","BE","F",81.1
1997,"BE21","BE","F",81.4
1998,"BE21","BE","F",81.1
1999,"BE21","BE","F",81.2
2000,"BE21","BE","F",81.3
2001,"BE21","BE","F",81.8
2002,"BE21","BE","F",81.4
2003,"BE21","BE","F",81.6
2004,"BE21","BE","F",82.1
2005,"BE21","BE","F",82
2006,"BE21","BE","F",82.6
2007,"BE21","BE","F",82.9
2008,"BE21","BE","F",83
2009,"BE21","BE","F",83.1
2010,"BE21","BE","F",83.5
2011,"BE21","BE","F",84
2012,"BE21","BE","F",83.4
2013,"BE21","BE","F",83.7
2014,"BE21","BE","F",84.3
2015,"BE21","BE","F",83.9
2016,"BE21","BE","F",84.5
1992,"BE22","BE","F",81.6
1993,"BE22","BE","F",81.7
1994,"BE22","BE","F",81.9
1995,"BE22","BE","F",80.7
1996,"BE22","BE","F",81.9
1997,"BE22","BE","F",81.7
1998,"BE22","BE","F",81.1
1999,"BE22","BE","F",81.6
2000,"BE22","BE","F",81.7
2001,"BE22","BE","F",82.1
2002,"BE22","BE","F",81.8
2003,"BE22","BE","F",81.6
2004,"BE22","BE","F",82.3
2005,"BE22","BE","F",82.4
2006,"BE22","BE","F",83.2
2007,"BE22","BE","F",83.3
2008,"BE22","BE","F",83.6
2009,"BE22","BE","F",83.5
2010,"BE22","BE","F",83.9
2011,"BE22","BE","F",84.2
2012,"BE22","BE","F",83.9
2013,"BE22","BE","F",84.3
2014,"BE22","BE","F",85
2015,"BE22","BE","F",84.4
2016,"BE22","BE","F",85.1
1992,"BE23","BE","F",81
1993,"BE23","BE","F",80.7
1994,"BE23","BE","F",81.1
1995,"BE23","BE","F",80.4
1996,"BE23","BE","F",80.9
1997,"BE23","BE","F",80.9
1998,"BE23","BE","F",81.1
1999,"BE23","BE","F",81.2
2000,"BE23","BE","F",81.2
2001,"BE23","BE","F",81.5
2002,"BE23","BE","F",81.5
2003,"BE23","BE","F",81.5
2004,"BE23","BE","F",81.9
2005,"BE23","BE","F",82.2
2006,"BE23","BE","F",82.5
2007,"BE23","BE","F",82.7
2008,"BE23","BE","F",82.9
2009,"BE23","BE","F",83.3
2010,"BE23","BE","F",83.2
2011,"BE23","BE","F",83.7
2012,"BE23","BE","F",83.6
2013,"BE23","BE","F",83.7
2014,"BE23","BE","F",84.8
2015,"BE23","BE","F",83.9
2016,"BE23","BE","F",84.7
1992,"BE24","BE","F",81.6
1993,"BE24","BE","F",82.3
1994,"BE24","BE","F",82.3
1995,"BE24","BE","F",81.7
1996,"BE24","BE","F",81.6
1997,"BE24","BE","F",81.8
1998,"BE24","BE","F",81.5
1999,"BE24","BE","F",81.8
2000,"BE24","BE","F",82.1
2001,"BE24","BE","F",82.1
2002,"BE24","BE","F",82.2
2003,"BE24","BE","F",82
2004,"BE24","BE","F",82.5
2005,"BE24","BE","F",83.1
2006,"BE24","BE","F",83.5
2007,"BE24","BE","F",83.8
2008,"BE24","BE","F",83.7
2009,"BE24","BE","F",84.1
2010,"BE24","BE","F",84.2
2011,"BE24","BE","F",84.4
2012,"BE24","BE","F",84.3
2013,"BE24","BE","F",84.4
2014,"BE24","BE","F",85
2015,"BE24","BE","F",85
2016,"BE24","BE","F",85.3
1992,"BE25","BE","F",81.7
1993,"BE25","BE","F",81.3
1994,"BE25","BE","F",81.8
1995,"BE25","BE","F",81.1
1996,"BE25","BE","F",81.1
1997,"BE25","BE","F",81.5
1998,"BE25","BE","F",81.7
1999,"BE25","BE","F",81.8
2000,"BE25","BE","F",81.9
2001,"BE25","BE","F",82.1
2002,"BE25","BE","F",82.1
2003,"BE25","BE","F",81.9
2004,"BE25","BE","F",83
2005,"BE25","BE","F",82.8
2006,"BE25","BE","F",83.4
2007,"BE25","BE","F",84
2008,"BE25","BE","F",83.5
2009,"BE25","BE","F",83.6
2010,"BE25","BE","F",83.8
2011,"BE25","BE","F",84.4
2012,"BE25","BE","F",84.3
2013,"BE25","BE","F",84.3
2014,"BE25","BE","F",85
2015,"BE25","BE","F",84.4
2016,"BE25","BE","F",85.2
1992,"BE31","BE","F",81.7
1993,"BE31","BE","F",81.4
1994,"BE31","BE","F",81.6
1995,"BE31","BE","F",80.3
1996,"BE31","BE","F",80.4
1997,"BE31","BE","F",81.1
1998,"BE31","BE","F",80.7
1999,"BE31","BE","F",81.4
2000,"BE31","BE","F",81
2001,"BE31","BE","F",81.9
2002,"BE31","BE","F",81.6
2003,"BE31","BE","F",81.4
2004,"BE31","BE","F",82.3
2005,"BE31","BE","F",82.8
2006,"BE31","BE","F",82.9
2007,"BE31","BE","F",83.7
2008,"BE31","BE","F",83.4
2009,"BE31","BE","F",83.1
2010,"BE31","BE","F",83.7
2011,"BE31","BE","F",83.6
2012,"BE31","BE","F",83.6
2013,"BE31","BE","F",84.3
2014,"BE31","BE","F",84.2
2015,"BE31","BE","F",83.6
2016,"BE31","BE","F",84.3
1992,"BE32","BE","F",79.9
1993,"BE32","BE","F",80.1
1994,"BE32","BE","F",80.2
1995,"BE32","BE","F",79.4
1996,"BE32","BE","F",79.6
1997,"BE32","BE","F",79
1998,"BE32","BE","F",79.3
1999,"BE32","BE","F",80
2000,"BE32","BE","F",79.7
2001,"BE32","BE","F",79.9
2002,"BE32","BE","F",79.8
2003,"BE32","BE","F",79.8
2004,"BE32","BE","F",80.5
2005,"BE32","BE","F",80.4
2006,"BE32","BE","F",80.8
2007,"BE32","BE","F",80.9
2008,"BE32","BE","F",81.2
2009,"BE32","BE","F",80.9
2010,"BE32","BE","F",81.4
2011,"BE32","BE","F",81.6
2012,"BE32","BE","F",81.8
2013,"BE32","BE","F",81.4
2014,"BE32","BE","F",81.9
2015,"BE32","BE","F",81.4
2016,"BE32","BE","F",81.9
1992,"BE33","BE","F",79.6
1993,"BE33","BE","F",79.7
1994,"BE33","BE","F",80.5
1995,"BE33","BE","F",79.6
1996,"BE33","BE","F",79.5
1997,"BE33","BE","F",79.5
1998,"BE33","BE","F",79.9
1999,"BE33","BE","F",80
2000,"BE33","BE","F",80.1
2001,"BE33","BE","F",80
2002,"BE33","BE","F",80.2
2003,"BE33","BE","F",80
2004,"BE33","BE","F",81
2005,"BE33","BE","F",80.7
2006,"BE33","BE","F",81.2
2007,"BE33","BE","F",81.3
2008,"BE33","BE","F",81.1
2009,"BE33","BE","F",81.6
2010,"BE33","BE","F",81.5
2011,"BE33","BE","F",81.5
2012,"BE33","BE","F",81.9
2013,"BE33","BE","F",81.8
2014,"BE33","BE","F",82.4
2015,"BE33","BE","F",81.7
2016,"BE33","BE","F",82.4
1992,"BE34","BE","F",81.1
1993,"BE34","BE","F",79.8
1994,"BE34","BE","F",80.6
1995,"BE34","BE","F",79.9
1996,"BE34","BE","F",79.5
1997,"BE34","BE","F",78.9
1998,"BE34","BE","F",80.3
1999,"BE34","BE","F",80.2
2000,"BE34","BE","F",80.9
2001,"BE34","BE","F",80.7
2002,"BE34","BE","F",80.9
2003,"BE34","BE","F",80.9
2004,"BE34","BE","F",81.4
2005,"BE34","BE","F",80.8
2006,"BE34","BE","F",81.7
2007,"BE34","BE","F",81.4
2008,"BE34","BE","F",81.8
2009,"BE34","BE","F",81.7
2010,"BE34","BE","F",82.2
2011,"BE34","BE","F",83
2012,"BE34","BE","F",82.1
2013,"BE34","BE","F",82.3
2014,"BE34","BE","F",83.7
2015,"BE34","BE","F",82.2
2016,"BE34","BE","F",83.1
1992,"BE35","BE","F",79.9
1993,"BE35","BE","F",79.3
1994,"BE35","BE","F",80.3
1995,"BE35","BE","F",79.1
1996,"BE35","BE","F",80.1
1997,"BE35","BE","F",79.9
1998,"BE35","BE","F",79.8
1999,"BE35","BE","F",80.5
2000,"BE35","BE","F",80.2
2001,"BE35","BE","F",79.9
2002,"BE35","BE","F",80
2003,"BE35","BE","F",80.3
2004,"BE35","BE","F",81
2005,"BE35","BE","F",80.8
2006,"BE35","BE","F",81.4
2007,"BE35","BE","F",81.8
2008,"BE35","BE","F",81.6
2009,"BE35","BE","F",82
2010,"BE35","BE","F",82.1
2011,"BE35","BE","F",82
2012,"BE35","BE","F",82
2013,"BE35","BE","F",81.6
2014,"BE35","BE","F",82.1
2015,"BE35","BE","F",82.1
2016,"BE35","BE","F",82.4
1992,"CZ01","CZ","F",76.8
1993,"CZ01","CZ","F",77.1
1994,"CZ01","CZ","F",77.2
1995,"CZ01","CZ","F",77.3
1996,"CZ01","CZ","F",78.2
1997,"CZ01","CZ","F",78.4
1998,"CZ01","CZ","F",78.9
1999,"CZ01","CZ","F",79.1
2000,"CZ01","CZ","F",79.4
2001,"CZ01","CZ","F",79.3
2002,"CZ01","CZ","F",79.2
2003,"CZ01","CZ","F",79.4
2004,"CZ01","CZ","F",79.9
2005,"CZ01","CZ","F",80.2
2006,"CZ01","CZ","F",80.8
2007,"CZ01","CZ","F",81.1
2008,"CZ01","CZ","F",81.3
2009,"CZ01","CZ","F",81.4
2010,"CZ01","CZ","F",82
2011,"CZ01","CZ","F",82.2
2012,"CZ01","CZ","F",82.1
2013,"CZ01","CZ","F",82.5
2014,"CZ01","CZ","F",82.6
2015,"CZ01","CZ","F",82.7
2016,"CZ01","CZ","F",82.9
1992,"CZ02","CZ","F",75.9
1993,"CZ02","CZ","F",75.8
1994,"CZ02","CZ","F",76.5
1995,"CZ02","CZ","F",76.6
1996,"CZ02","CZ","F",77.2
1997,"CZ02","CZ","F",77.1
1998,"CZ02","CZ","F",77.9
1999,"CZ02","CZ","F",77.6
2000,"CZ02","CZ","F",78
2001,"CZ02","CZ","F",78.3
2002,"CZ02","CZ","F",78.5
2003,"CZ02","CZ","F",78.1
2004,"CZ02","CZ","F",78.7
2005,"CZ02","CZ","F",78.6
2006,"CZ02","CZ","F",79.7
2007,"CZ02","CZ","F",80
2008,"CZ02","CZ","F",80.3
2009,"CZ02","CZ","F",80.2
2010,"CZ02","CZ","F",80.7
2011,"CZ02","CZ","F",80.9
2012,"CZ02","CZ","F",80.9
2013,"CZ02","CZ","F",81.2
2014,"CZ02","CZ","F",81.9
2015,"CZ02","CZ","F",81.5
2016,"CZ02","CZ","F",81.9
1992,"CZ03","CZ","F",76.2
1993,"CZ03","CZ","F",76.7
1994,"CZ03","CZ","F",76.7
1995,"CZ03","CZ","F",76.6
1996,"CZ03","CZ","F",77.3
1997,"CZ03","CZ","F",77.3
1998,"CZ03","CZ","F",78
1999,"CZ03","CZ","F",78
2000,"CZ03","CZ","F",78.4
2001,"CZ03","CZ","F",78.5
2002,"CZ03","CZ","F",79
2003,"CZ03","CZ","F",78.6
2004,"CZ03","CZ","F",79.2
2005,"CZ03","CZ","F",79.2
2006,"CZ03","CZ","F",79.8
2007,"CZ03","CZ","F",80.2
2008,"CZ03","CZ","F",80.4
2009,"CZ03","CZ","F",80.4
2010,"CZ03","CZ","F",80.8
2011,"CZ03","CZ","F",81.1
2012,"CZ03","CZ","F",81.3
2013,"CZ03","CZ","F",81.1
2014,"CZ03","CZ","F",82
2015,"CZ03","CZ","F",81.3
2016,"CZ03","CZ","F",82.1
1992,"CZ04","CZ","F",74.9
1993,"CZ04","CZ","F",74.9
1994,"CZ04","CZ","F",74.8
1995,"CZ04","CZ","F",75.4
1996,"CZ04","CZ","F",75.7
1997,"CZ04","CZ","F",76.2
1998,"CZ04","CZ","F",76.4
1999,"CZ04","CZ","F",76.8
2000,"CZ04","CZ","F",76.9
2001,"CZ04","CZ","F",76.6
2002,"CZ04","CZ","F",77.1
2003,"CZ04","CZ","F",76.8
2004,"CZ04","CZ","F",77.6
2005,"CZ04","CZ","F",77.5
2006,"CZ04","CZ","F",78.3
2007,"CZ04","CZ","F",78.7
2008,"CZ04","CZ","F",78.9
2009,"CZ04","CZ","F",79
2010,"CZ04","CZ","F",79
2011,"CZ04","CZ","F",79.4
2012,"CZ04","CZ","F",79.5
2013,"CZ04","CZ","F",79.5
2014,"CZ04","CZ","F",80
2015,"CZ04","CZ","F",79.8
2016,"CZ04","CZ","F",80.2
1992,"CZ05","CZ","F",76.4
1993,"CZ05","CZ","F",76.6
1994,"CZ05","CZ","F",76.8
1995,"CZ05","CZ","F",76.7
1996,"CZ05","CZ","F",78
1997,"CZ05","CZ","F",78.2
1998,"CZ05","CZ","F",78.7
1999,"CZ05","CZ","F",78.4
2000,"CZ05","CZ","F",78.8
2001,"CZ05","CZ","F",79
2002,"CZ05","CZ","F",78.7
2003,"CZ05","CZ","F",78.7
2004,"CZ05","CZ","F",79.1
2005,"CZ05","CZ","F",79.9
2006,"CZ05","CZ","F",79.9
2007,"CZ05","CZ","F",80.2
2008,"CZ05","CZ","F",80.7
2009,"CZ05","CZ","F",80.9
2010,"CZ05","CZ","F",81
2011,"CZ05","CZ","F",81.3
2012,"CZ05","CZ","F",81.2
2013,"CZ05","CZ","F",81.6
2014,"CZ05","CZ","F",82.3
2015,"CZ05","CZ","F",82
2016,"CZ05","CZ","F",82.3
1992,"CZ06","CZ","F",77.1
1993,"CZ06","CZ","F",77.3
1994,"CZ06","CZ","F",77.6
1995,"CZ06","CZ","F",77.8
1996,"CZ06","CZ","F",78.3
1997,"CZ06","CZ","F",78.3
1998,"CZ06","CZ","F",78.9
1999,"CZ06","CZ","F",78.9
2000,"CZ06","CZ","F",79
2001,"CZ06","CZ","F",79.3
2002,"CZ06","CZ","F",79.3
2003,"CZ06","CZ","F",79.3
2004,"CZ06","CZ","F",80
2005,"CZ06","CZ","F",79.7
2006,"CZ06","CZ","F",80.9
2007,"CZ06","CZ","F",80.9
2008,"CZ06","CZ","F",81.5
2009,"CZ06","CZ","F",81.3
2010,"CZ06","CZ","F",81.6
2011,"CZ06","CZ","F",82
2012,"CZ06","CZ","F",82.1
2013,"CZ06","CZ","F",82.3
2014,"CZ06","CZ","F",82.9
2015,"CZ06","CZ","F",82.5
2016,"CZ06","CZ","F",82.9
1992,"CZ07","CZ","F",76.9
1993,"CZ07","CZ","F",77.1
1994,"CZ07","CZ","F",77.4
1995,"CZ07","CZ","F",77.3
1996,"CZ07","CZ","F",77.7
1997,"CZ07","CZ","F",77.6
1998,"CZ07","CZ","F",78.4
1999,"CZ07","CZ","F",78.9
2000,"CZ07","CZ","F",78.9
2001,"CZ07","CZ","F",79
2002,"CZ07","CZ","F",79.2
2003,"CZ07","CZ","F",79
2004,"CZ07","CZ","F",79.8
2005,"CZ07","CZ","F",79.6
2006,"CZ07","CZ","F",80.3
2007,"CZ07","CZ","F",80.5
2008,"CZ07","CZ","F",80.8
2009,"CZ07","CZ","F",80.6
2010,"CZ07","CZ","F",81.2
2011,"CZ07","CZ","F",81.5
2012,"CZ07","CZ","F",81.7
2013,"CZ07","CZ","F",81.5
2014,"CZ07","CZ","F",82.3
2015,"CZ07","CZ","F",81.7
2016,"CZ07","CZ","F",82.4
1992,"CZ08","CZ","F",75.7
1993,"CZ08","CZ","F",76.1
1994,"CZ08","CZ","F",76.4
1995,"CZ08","CZ","F",76
1996,"CZ08","CZ","F",76.9
1997,"CZ08","CZ","F",77.1
1998,"CZ08","CZ","F",77.6
1999,"CZ08","CZ","F",77.9
2000,"CZ08","CZ","F",78
2001,"CZ08","CZ","F",78
2002,"CZ08","CZ","F",78.1
2003,"CZ08","CZ","F",78.1
2004,"CZ08","CZ","F",78.5
2005,"CZ08","CZ","F",78.7
2006,"CZ08","CZ","F",79.2
2007,"CZ08","CZ","F",79.7
2008,"CZ08","CZ","F",79.7
2009,"CZ08","CZ","F",79.7
2010,"CZ08","CZ","F",80.1
2011,"CZ08","CZ","F",80.2
2012,"CZ08","CZ","F",80.2
2013,"CZ08","CZ","F",80.5
2014,"CZ08","CZ","F",81
2015,"CZ08","CZ","F",80.9
2016,"CZ08","CZ","F",81.4
1992,"DE11","DE","F",NA
1993,"DE11","DE","F",NA
1994,"DE11","DE","F",NA
1995,"DE11","DE","F",NA
1996,"DE11","DE","F",NA
1997,"DE11","DE","F",NA
1998,"DE11","DE","F",NA
1999,"DE11","DE","F",NA
2000,"DE11","DE","F",NA
2001,"DE11","DE","F",NA
2002,"DE11","DE","F",82.6
2003,"DE11","DE","F",82.3
2004,"DE11","DE","F",83.3
2005,"DE11","DE","F",83.2
2006,"DE11","DE","F",83.8
2007,"DE11","DE","F",83.8
2008,"DE11","DE","F",83.8
2009,"DE11","DE","F",84.1
2010,"DE11","DE","F",84.1
2011,"DE11","DE","F",84.2
2012,"DE11","DE","F",84.1
2013,"DE11","DE","F",84.1
2014,"DE11","DE","F",84.7
2015,"DE11","DE","F",84
2016,"DE11","DE","F",84.5
1992,"DE12","DE","F",NA
1993,"DE12","DE","F",NA
1994,"DE12","DE","F",NA
1995,"DE12","DE","F",NA
1996,"DE12","DE","F",NA
1997,"DE12","DE","F",NA
1998,"DE12","DE","F",NA
1999,"DE12","DE","F",NA
2000,"DE12","DE","F",NA
2001,"DE12","DE","F",NA
2002,"DE12","DE","F",81.9
2003,"DE12","DE","F",81.9
2004,"DE12","DE","F",82.7
2005,"DE12","DE","F",82.9
2006,"DE12","DE","F",83.3
2007,"DE12","DE","F",83.7
2008,"DE12","DE","F",83.5
2009,"DE12","DE","F",83.4
2010,"DE12","DE","F",83.6
2011,"DE12","DE","F",83.6
2012,"DE12","DE","F",83.7
2013,"DE12","DE","F",83.7
2014,"DE12","DE","F",84
2015,"DE12","DE","F",83.4
2016,"DE12","DE","F",83.9
1992,"DE13","DE","F",NA
1993,"DE13","DE","F",NA
1994,"DE13","DE","F",NA
1995,"DE13","DE","F",NA
1996,"DE13","DE","F",NA
1997,"DE13","DE","F",NA
1998,"DE13","DE","F",NA
1999,"DE13","DE","F",NA
2000,"DE13","DE","F",NA
2001,"DE13","DE","F",NA
